TRDD2-201	TRDD2
C11orf54-215	C11orf54
C11orf54-214	C11orf54
C11orf54-201	C11orf54
C11orf54-207	C11orf54
BCKDHA-201	BCKDHA
BCKDHA-206	BCKDHA
BCKDHA-202	BCKDHA
BCKDHA-205	BCKDHA
BCKDHA-207	BCKDHA
EIF4H-201	EIF4H
EIF4H-202	EIF4H
SUV39H2-205	SUV39H2
SUV39H2-208	SUV39H2
SUV39H2-204	SUV39H2
SUV39H2-202	SUV39H2
SUV39H2-201	SUV39H2
SUV39H2-207	SUV39H2
SUV39H2-206	SUV39H2
SUV39H2-203	SUV39H2
KIR3DP1-206	KIR3DP1
ACPP-201	ACPP
ACPP-207	ACPP
ACPP-203	ACPP
ACPP-202	ACPP
ACPP-208	ACPP
NAA15-201	NAA15
NAA15-202	NAA15
NAA15-208	NAA15
FBXL20-201	FBXL20
FBXL20-205	FBXL20
FBXL20-202	FBXL20
FBXL20-203	FBXL20
FBXL20-204	FBXL20
OR8D1-201	OR8D1
OR8G5-201	OR8G5
OR8G1-201	OR8G1
NCAPH-204	NCAPH
NCAPH-206	NCAPH
NCAPH-205	NCAPH
NCAPH-203	NCAPH
NCAPH-202	NCAPH
NCAPH-201	NCAPH
DPH2-205	DPH2
DPH2-201	DPH2
DPH2-210	DPH2
DPH2-209	DPH2
DPH2-208	DPH2
DPH2-202	DPH2
DPH2-215	DPH2
DPH2-203	DPH2
DPH2-211	DPH2
KLB-201	KLB
HIVEP2-202	HIVEP2
HIVEP2-201	HIVEP2
HIVEP2-203	HIVEP2
PCBP2-205	PCBP2
PCBP2-203	PCBP2
PCBP2-218	PCBP2
PCBP2-225	PCBP2
PCBP2-210	PCBP2
PCBP2-226	PCBP2
PCBP2-213	PCBP2
PCBP2-208	PCBP2
PCBP2-206	PCBP2
PCBP2-204	PCBP2
PCBP2-221	PCBP2
PCBP2-224	PCBP2
PCBP2-223	PCBP2
PCBP2-216	PCBP2
PCBP2-202	PCBP2
PCBP2-217	PCBP2
PCBP2-207	PCBP2
PCBP2-222	PCBP2
PCBP2-215	PCBP2
PCBP2-201	PCBP2
OR51L1-201	OR51L1
MYOZ3-203	MYOZ3
MYOZ3-201	MYOZ3
MYOZ3-207	MYOZ3
MYOZ3-205	MYOZ3
MYOZ3-209	MYOZ3
FDXR-201	FDXR
FDXR-205	FDXR
FDXR-203	FDXR
FDXR-214	FDXR
FDXR-209	FDXR
FDXR-206	FDXR
FDXR-219	FDXR
FDXR-204	FDXR
FDXR-217	FDXR
FDXR-202	FDXR
FDXR-216	FDXR
FDXR-211	FDXR
FDXR-212	FDXR
FDXR-210	FDXR
FDXR-213	FDXR
FDXR-218	FDXR
HIGD1C-201	HIGD1C
DLX2-201	DLX2
DLX2-202	DLX2
SLU7-201	SLU7
SLU7-208	SLU7
SLU7-203	SLU7
SLU7-204	SLU7
FAM163B-202	FAM163B
FAM163B-201	FAM163B
RAB33B-201	RAB33B
EXOSC5-201	EXOSC5
EXOSC5-205	EXOSC5
EXOSC5-204	EXOSC5
EXOSC5-203	EXOSC5
SPATA31D4-201	SPATA31D4
SYNPO-202	SYNPO
SYNPO-205	SYNPO
SYNPO-201	SYNPO
SYNPO-204	SYNPO
SERPINA11-201	SERPINA11
ANKRD11-203	ANKRD11
ANKRD11-201	ANKRD11
ANKRD11-202	ANKRD11
ANKRD11-206	ANKRD11
ANKRD11-204	ANKRD11
ANKRD11-208	ANKRD11
ANKRD11-217	ANKRD11
SEC61G-202	SEC61G
SEC61G-203	SEC61G
SEC61G-204	SEC61G
SEC61G-201	SEC61G
ZBED8-201	ZBED8
ZBED8-202	ZBED8
SAPCD1-201	SAPCD1
SAPCD1-202	SAPCD1
SAPCD1-204	SAPCD1
SMIM20-201	SMIM20
SMIM20-202	SMIM20
SMIM20-205	SMIM20
KRT33A-201	KRT33A
KRTAP17-1-201	KRTAP17-1
KRTAP16-1-201	KRTAP16-1
KRTAP29-1-201	KRTAP29-1
RIBC1-201	RIBC1
RIBC1-204	RIBC1
RIBC1-202	RIBC1
RIBC1-203	RIBC1
KRTAP9-7-201	KRTAP9-7
ADAMTSL2-201	ADAMTSL2
ADAMTSL2-203	ADAMTSL2
ADAMTSL2-202	ADAMTSL2
GRIN2C-201	GRIN2C
GRIN2C-202	GRIN2C
BCAT1-201	BCAT1
BCAT1-204	BCAT1
BCAT1-202	BCAT1
BCAT1-205	BCAT1
BCAT1-206	BCAT1
BCAT1-210	BCAT1
BCAT1-209	BCAT1
SMG9-201	SMG9
SMG9-211	SMG9
SMG9-206	SMG9
SMG9-213	SMG9
SMG9-205	SMG9
SMG9-212	SMG9
SMG9-209	SMG9
SMG9-204	SMG9
CR2-202	CR2
CR2-201	CR2
CR2-203	CR2
CR2-207	CR2
CYP4X1-201	CYP4X1
ZNF528-203	ZNF528
ZNF528-204	ZNF528
ZNF528-202	ZNF528
ZNF528-201	ZNF528
ZNF528-208	ZNF528
ZNF528-207	ZNF528
ZNF528-211	ZNF528
ZNF528-210	ZNF528
ZNF528-205	ZNF528
TMEM104-202	TMEM104
TMEM104-203	TMEM104
TMEM104-205	TMEM104
TMEM104-204	TMEM104
TMEM104-201	TMEM104
MYMK-201	MYMK
TTYH1-225	TTYH1
TTYH1-224	TTYH1
TTYH1-221	TTYH1
TTYH1-222	TTYH1
TTYH1-218	TTYH1
SMC1A-201	SMC1A
SMC1A-206	SMC1A
SMC1A-204	SMC1A
SMC1A-203	SMC1A
SMC1A-202	SMC1A
ZNF878-201	ZNF878
PIK3C2A-201	PIK3C2A
PIK3C2A-205	PIK3C2A
PIK3C2A-204	PIK3C2A
BRI3-207	BRI3
BRI3-201	BRI3
BRI3-206	BRI3
NDST1-206	NDST1
NDST1-204	NDST1
NDST1-207	NDST1
NDST1-202	NDST1
NDST1-201	NDST1
MAS1L-208	MAS1L
KIAA0586-202	KIAA0586
KIAA0586-214	KIAA0586
KIAA0586-203	KIAA0586
KIAA0586-205	KIAA0586
KIAA0586-208	KIAA0586
KIAA0586-201	KIAA0586
KIAA0586-207	KIAA0586
KIAA0586-209	KIAA0586
KIAA0586-215	KIAA0586
FABP1-201	FABP1
FABP1-202	FABP1
GYS1-202	GYS1
GYS1-201	GYS1
GYS1-207	GYS1
AP5B1-201	AP5B1
TIMM9-202	TIMM9
TIMM9-206	TIMM9
TIMM9-208	TIMM9
TIMM9-203	TIMM9
TIMM9-209	TIMM9
TIMM9-207	TIMM9
TIMM9-205	TIMM9
TIMM9-204	TIMM9
GPAT3-202	GPAT3
GPAT3-201	GPAT3
GPAT3-208	GPAT3
KIR2DL2-212	KIR2DL2
DNAH6-201	DNAH6
DNAH6-202	DNAH6
SLC2A6-201	SLC2A6
SLC2A6-202	SLC2A6
SLC2A6-204	SLC2A6
SLC2A6-203	SLC2A6
SSR2-201	SSR2
SSR2-215	SSR2
SSR2-213	SSR2
SSR2-207	SSR2
SSR2-210	SSR2
SSR2-216	SSR2
SSR2-217	SSR2
SSR2-208	SSR2
SSR2-203	SSR2
SSR2-214	SSR2
AC116366.3-201	AC116366.3
AC116366.3-202	AC116366.3
AC116366.3-205	AC116366.3
SCN9A-203	SCN9A
SCN9A-202	SCN9A
SCN9A-205	SCN9A
SCN9A-204	SCN9A
SCN9A-201	SCN9A
DNAH8-201	DNAH8
DNAH8-203	DNAH8
DNAH8-205	DNAH8
DNAH8-202	DNAH8
DNAH8-204	DNAH8
CD300LB-202	CD300LB
CD300LB-201	CD300LB
MEF2A-212	MEF2A
MEF2A-202	MEF2A
MEF2A-207	MEF2A
MEF2A-204	MEF2A
MEF2A-206	MEF2A
MEF2A-203	MEF2A
MEF2A-205	MEF2A
MEF2A-211	MEF2A
MEF2A-201	MEF2A
LACTBL1-201	LACTBL1
LACTBL1-202	LACTBL1
MRPS18B-216	MRPS18B
MRPS18B-215	MRPS18B
CD300A-202	CD300A
CD300A-204	CD300A
CD300A-203	CD300A
CD300A-201	CD300A
CD300A-205	CD300A
KRTAP3-2-201	KRTAP3-2
CFAP73-202	CFAP73
CFAP73-201	CFAP73
ITGAD-201	ITGAD
PCDHA2-203	PCDHA2
PCDHA2-202	PCDHA2
PCDHA2-201	PCDHA2
WDR78-210	WDR78
WDR78-205	WDR78
WDR78-211	WDR78
WDR78-201	WDR78
WDR78-212	WDR78
WDR78-207	WDR78
WDR78-208	WDR78
WDR78-202	WDR78
WDR78-204	WDR78
WDR78-203	WDR78
RDH10-201	RDH10
RDH10-205	RDH10
RDH10-203	RDH10
SRRM2-202	SRRM2
SRRM2-205	SRRM2
SRRM2-222	SRRM2
SRRM2-231	SRRM2
SRRM2-217	SRRM2
SRRM2-211	SRRM2
SRRM2-219	SRRM2
SRRM2-208	SRRM2
SRRM2-226	SRRM2
SRRM2-230	SRRM2
SRRM2-201	SRRM2
EMC2-207	EMC2
EMC2-201	EMC2
EMC2-205	EMC2
ARHGEF10-218	ARHGEF10
ARHGEF10-219	ARHGEF10
ARHGEF10-230	ARHGEF10
ARHGEF10-231	ARHGEF10
ARHGEF10-216	ARHGEF10
ARHGEF10-217	ARHGEF10
CADM4-201	CADM4
BHLHE40-201	BHLHE40
C1orf94-201	C1orf94
C1orf94-202	C1orf94
AL451007.3-201	AL451007.3
OR51E2-201	OR51E2
OR51E2-202	OR51E2
NUDT1-206	NUDT1
NUDT1-201	NUDT1
NUDT1-202	NUDT1
NUDT1-207	NUDT1
NUDT1-205	NUDT1
NUDT1-203	NUDT1
NUDT1-204	NUDT1
EIF3E-214	EIF3E
EIF3E-203	EIF3E
EIF3E-210	EIF3E
EIF3E-216	EIF3E
EIF3E-202	EIF3E
EIF3E-211	EIF3E
EIF3E-215	EIF3E
EIF3E-209	EIF3E
EIF3E-206	EIF3E
EIF3E-201	EIF3E
ALG10B-201	ALG10B
ALG10B-203	ALG10B
ALG10B-202	ALG10B
IFI27L1-209	IFI27L1
IFI27L1-201	IFI27L1
IFI27L1-204	IFI27L1
IFI27L1-210	IFI27L1
IFI27L1-203	IFI27L1
IFI27L1-208	IFI27L1
IFI27L1-212	IFI27L1
IFI27L1-205	IFI27L1
IFI27L1-211	IFI27L1
IFI27L1-206	IFI27L1
ZNF816-203	ZNF816
ZNF816-206	ZNF816
ZNF816-204	ZNF816
ZNF816-207	ZNF816
ZNF816-205	ZNF816
ZNF816-201	ZNF816
ZNF816-208	ZNF816
ZNF816-202	ZNF816
KIR2DL4-269	KIR2DL4
RAPGEF5-202	RAPGEF5
RAPGEF5-206	RAPGEF5
RAPGEF5-205	RAPGEF5
RAPGEF5-204	RAPGEF5
RAPGEF5-203	RAPGEF5
RAPGEF5-201	RAPGEF5
RAPGEF5-212	RAPGEF5
PDCD2-208	PDCD2
PDCD2-201	PDCD2
PDCD2-202	PDCD2
PDCD2-214	PDCD2
PDCD2-209	PDCD2
PDCD2-213	PDCD2
PDCD2-207	PDCD2
PDCD2-204	PDCD2
PDCD2-205	PDCD2
PDCD2-211	PDCD2
PDCD2-203	PDCD2
PDCD2-212	PDCD2
PDCD2-215	PDCD2
SNRNP200-201	SNRNP200
XCL1-201	XCL1
NOTCH4-221	NOTCH4
WHRN-201	WHRN
WHRN-204	WHRN
WHRN-202	WHRN
WHRN-203	WHRN
XCL2-201	XCL2
CYB5R1-201	CYB5R1
CYB5R1-202	CYB5R1
PLXDC1-201	PLXDC1
PLXDC1-212	PLXDC1
PLXDC1-206	PLXDC1
PLXDC1-216	PLXDC1
PLXDC1-214	PLXDC1
PLXDC1-204	PLXDC1
PLXDC1-203	PLXDC1
PLXDC1-215	PLXDC1
ZMIZ1-201	ZMIZ1
ZMIZ1-205	ZMIZ1
ZMIZ1-202	ZMIZ1
CTAGE4-201	CTAGE4
NMBR-201	NMBR
OR2A2-201	OR2A2
AKNA-206	AKNA
AKNA-201	AKNA
AKNA-204	AKNA
AKNA-203	AKNA
AKNA-202	AKNA
AKNA-205	AKNA
SDHAF3-202	SDHAF3
SDHAF3-201	SDHAF3
DBF4B-202	DBF4B
DBF4B-201	DBF4B
DBF4B-205	DBF4B
OR13F1-201	OR13F1
MRPS21-202	MRPS21
MRPS21-201	MRPS21
PDGFRA-201	PDGFRA
PDGFRA-206	PDGFRA
PDGFRA-209	PDGFRA
PDGFRA-208	PDGFRA
PDGFRA-203	PDGFRA
PDGFRA-204	PDGFRA
PDGFRA-210	PDGFRA
MOAP1-201	MOAP1
MOAP1-202	MOAP1
CD177-203	CD177
CD177-202	CD177
CD177-201	CD177
FSCB-201	FSCB
WARS-204	WARS
WARS-203	WARS
WARS-202	WARS
WARS-201	WARS
WARS-238	WARS
WARS-232	WARS
WARS-216	WARS
WARS-205	WARS
WARS-230	WARS
WARS-243	WARS
WARS-240	WARS
WARS-229	WARS
WARS-228	WARS
WARS-235	WARS
WARS-207	WARS
WARS-223	WARS
WARS-218	WARS
WARS-233	WARS
WARS-236	WARS
WARS-206	WARS
WARS-210	WARS
WARS-208	WARS
WARS-219	WARS
WARS-241	WARS
WARS-215	WARS
WARS-226	WARS
WARS-217	WARS
WARS-225	WARS
WARS-234	WARS
WARS-227	WARS
WARS-221	WARS
WARS-212	WARS
WARS-209	WARS
WARS-244	WARS
GPR101-201	GPR101
ADD2-203	ADD2
ADD2-201	ADD2
ADD2-204	ADD2
ADD2-202	ADD2
ADD2-214	ADD2
ADD2-210	ADD2
ADD2-205	ADD2
ADD2-208	ADD2
ADD2-206	ADD2
ADD2-207	ADD2
ADD2-209	ADD2
ITPK1-201	ITPK1
ITPK1-202	ITPK1
ITPK1-210	ITPK1
ITPK1-207	ITPK1
ITPK1-206	ITPK1
ITPK1-208	ITPK1
ITPK1-203	ITPK1
ITPK1-212	ITPK1
RAB39A-201	RAB39A
PRKAG1-207	PRKAG1
PRKAG1-205	PRKAG1
PRKAG1-201	PRKAG1
PRKAG1-206	PRKAG1
PRKAG1-202	PRKAG1
PRKAG1-217	PRKAG1
PRKAG1-216	PRKAG1
PRKAG1-215	PRKAG1
PRKAG1-210	PRKAG1
PRKAG1-214	PRKAG1
PRKAG1-218	PRKAG1
PRKAG1-209	PRKAG1
PRKAG1-208	PRKAG1
PRKAG1-203	PRKAG1
PRKAG1-204	PRKAG1
RBM22-201	RBM22
RBM22-202	RBM22
RBM22-203	RBM22
RBM22-206	RBM22
PCNX1-201	PCNX1
PCNX1-202	PCNX1
PCNX1-207	PCNX1
PCNX1-214	PCNX1
PCNX1-210	PCNX1
PNPLA6-201	PNPLA6
PNPLA6-223	PNPLA6
PNPLA6-222	PNPLA6
PNPLA6-204	PNPLA6
PNPLA6-214	PNPLA6
PNPLA6-202	PNPLA6
PNPLA6-203	PNPLA6
PNPLA6-221	PNPLA6
PNPLA6-205	PNPLA6
PNPLA6-220	PNPLA6
PNPLA6-211	PNPLA6
PNPLA6-207	PNPLA6
PNPLA6-218	PNPLA6
MCOLN1-201	MCOLN1
MCOLN1-209	MCOLN1
MCOLN1-208	MCOLN1
TET2-202	TET2
TET2-207	TET2
TET2-203	TET2
TET2-201	TET2
TET2-204	TET2
TET2-208	TET2
TET2-209	TET2
ELOVL6-202	ELOVL6
ELOVL6-201	ELOVL6
ELOVL6-208	ELOVL6
ELOVL6-205	ELOVL6
ELOVL6-203	ELOVL6
COQ8A-203	COQ8A
COQ8A-202	COQ8A
COQ8A-201	COQ8A
LANCL3-202	LANCL3
LANCL3-201	LANCL3
LANCL3-203	LANCL3
HMGB3-202	HMGB3
HMGB3-201	HMGB3
HMGB3-205	HMGB3
HMGB3-203	HMGB3
HMGB3-204	HMGB3
ZNF577-210	ZNF577
ZNF577-201	ZNF577
ZNF577-214	ZNF577
ZNF577-202	ZNF577
ZNF577-204	ZNF577
ZNF577-203	ZNF577
ZNF577-209	ZNF577
ZNF577-206	ZNF577
ZNF577-205	ZNF577
ZNF577-216	ZNF577
LPP-208	LPP
LPP-203	LPP
LPP-206	LPP
LPP-201	LPP
LPP-209	LPP
LPP-205	LPP
LPP-204	LPP
LPP-207	LPP
LPP-221	LPP
LPP-210	LPP
LPP-202	LPP
LPP-222	LPP
LPP-220	LPP
RIN1-201	RIN1
RIN1-207	RIN1
RIN1-205	RIN1
RIN1-206	RIN1
RIN1-208	RIN1
RPGR-201	RPGR
RPGR-208	RPGR
RPGR-206	RPGR
RPGR-209	RPGR
RPGR-203	RPGR
RPGR-204	RPGR
RPGR-202	RPGR
PPM1N-205	PPM1N
PPM1N-208	PPM1N
PPM1N-203	PPM1N
PPM1N-207	PPM1N
PPM1N-206	PPM1N
PPM1N-201	PPM1N
PPM1N-204	PPM1N
PPM1N-202	PPM1N
APOM-209	APOM
APOM-207	APOM
APOM-208	APOM
ADRA2B-201	ADRA2B
NCALD-201	NCALD
NCALD-217	NCALD
NCALD-212	NCALD
NCALD-225	NCALD
NCALD-223	NCALD
NCALD-215	NCALD
NCALD-209	NCALD
NCALD-214	NCALD
NCALD-207	NCALD
NCALD-222	NCALD
NCALD-206	NCALD
NCALD-230	NCALD
NCALD-204	NCALD
NCALD-219	NCALD
NCALD-211	NCALD
NCALD-227	NCALD
NCALD-213	NCALD
NCALD-208	NCALD
NCALD-221	NCALD
NCALD-229	NCALD
NCALD-220	NCALD
NCALD-226	NCALD
NCALD-203	NCALD
NCALD-202	NCALD
ZRANB1-201	ZRANB1
FBXO8-201	FBXO8
FBXO8-202	FBXO8
FBXO8-204	FBXO8
FBXO8-203	FBXO8
FBXO8-205	FBXO8
KIR3DL3-230	KIR3DL3
F8A1-201	F8A1
PPP1R35-201	PPP1R35
SHOX2-203	SHOX2
SHOX2-201	SHOX2
SHOX2-204	SHOX2
SHOX2-206	SHOX2
SHOX2-202	SHOX2
DEFB113-201	DEFB113
GABBR1-288	GABBR1
GABBR1-290	GABBR1
GABBR1-289	GABBR1
GABBR1-287	GABBR1
GABBR1-299	GABBR1
SLC39A7-207	SLC39A7
SLC39A7-206	SLC39A7
SLC39A7-205	SLC39A7
N4BP2-201	N4BP2
N4BP2-202	N4BP2
N4BP2-204	N4BP2
N4BP2-203	N4BP2
ZNF569-202	ZNF569
ZNF569-201	ZNF569
ZNF569-204	ZNF569
ZNF569-208	ZNF569
ZNF569-205	ZNF569
ZNF569-207	ZNF569
ZNF569-203	ZNF569
SP4-201	SP4
SP4-202	SP4
SP4-204	SP4
NASP-205	NASP
NASP-204	NASP
NASP-215	NASP
NASP-212	NASP
NASP-219	NASP
NASP-220	NASP
NASP-217	NASP
NASP-213	NASP
NASP-211	NASP
NASP-206	NASP
NASP-216	NASP
NASP-201	NASP
NASP-208	NASP
NASP-203	NASP
NASP-202	NASP
NASP-221	NASP
NASP-223	NASP
NASP-224	NASP
NASP-225	NASP
FAM237A-201	FAM237A
SGO2-203	SGO2
SGO2-201	SGO2
SGO2-202	SGO2
DYTN-201	DYTN
ESR2-212	ESR2
ESR2-208	ESR2
ESR2-205	ESR2
ESR2-209	ESR2
ESR2-203	ESR2
ESR2-206	ESR2
ESR2-213	ESR2
ESR2-202	ESR2
ESR2-201	ESR2
ESR2-204	ESR2
WFDC1-201	WFDC1
WFDC1-203	WFDC1
WFDC1-204	WFDC1
C2orf76-202	C2orf76
C2orf76-201	C2orf76
C2orf76-204	C2orf76
C2orf76-203	C2orf76
C2orf76-205	C2orf76
LPL-203	LPL
LPL-207	LPL
LPL-205	LPL
LPL-201	LPL
LPL-202	LPL
C22orf42-201	C22orf42
PPP1R11-234	PPP1R11
PPP1R11-232	PPP1R11
PPP1R11-231	PPP1R11
PPP1R11-233	PPP1R11
PPP1R11-236	PPP1R11
PPP1R11-235	PPP1R11
ZNF570-203	ZNF570
ZNF570-202	ZNF570
ZNF570-201	ZNF570
ZNF570-204	ZNF570
ZNF570-206	ZNF570
ZNF570-205	ZNF570
INSC-201	INSC
INSC-202	INSC
INSC-207	INSC
INSC-208	INSC
INSC-205	INSC
INSC-203	INSC
NPC2-202	NPC2
NPC2-203	NPC2
NPC2-207	NPC2
NPC2-205	NPC2
NPC2-201	NPC2
NPC2-204	NPC2
NPC2-208	NPC2
NPC2-209	NPC2
NPC2-206	NPC2
ODF3L2-202	ODF3L2
ODF3L2-201	ODF3L2
ZNF35-202	ZNF35
ZNF35-205	ZNF35
ZNF35-204	ZNF35
ZNF35-203	ZNF35
ZNF35-201	ZNF35
ZNF35-206	ZNF35
OR2Y1-201	OR2Y1
B3GALT4-206	B3GALT4
KDELR1-201	KDELR1
KDELR1-203	KDELR1
KDELR1-205	KDELR1
GDF11-201	GDF11
GDF11-202	GDF11
GRHL2-201	GRHL2
GRHL2-206	GRHL2
GRHL2-202	GRHL2
ADI1-201	ADI1
ADI1-202	ADI1
ADI1-203	ADI1
MGAT1-202	MGAT1
MGAT1-201	MGAT1
MGAT1-205	MGAT1
MGAT1-204	MGAT1
MGAT1-208	MGAT1
MGAT1-213	MGAT1
MGAT1-223	MGAT1
MGAT1-220	MGAT1
MGAT1-211	MGAT1
MGAT1-224	MGAT1
MGAT1-206	MGAT1
MGAT1-222	MGAT1
MGAT1-214	MGAT1
MGAT1-203	MGAT1
POLR2M-201	POLR2M
POLR2M-206	POLR2M
POLR2M-203	POLR2M
POLR2M-205	POLR2M
POLR2M-202	POLR2M
HPD-201	HPD
HPD-204	HPD
ZC3H10-201	ZC3H10
ZC3H10-205	ZC3H10
ZC3H10-204	ZC3H10
ZC3H10-202	ZC3H10
RAB1B-201	RAB1B
RAB1B-202	RAB1B
SARNP-202	SARNP
SARNP-205	SARNP
SARNP-201	SARNP
SARNP-203	SARNP
RBM17-201	RBM17
RBM17-204	RBM17
RBM17-203	RBM17
RBM17-202	RBM17
RBM17-206	RBM17
RBM17-205	RBM17
CCDC198-201	CCDC198
CCDC198-210	CCDC198
CCDC198-211	CCDC198
CCDC198-202	CCDC198
CCDC198-208	CCDC198
CCDC198-203	CCDC198
CCDC198-205	CCDC198
CCDC198-207	CCDC198
CCDC198-204	CCDC198
RAMP2-205	RAMP2
RAMP2-204	RAMP2
RAMP2-201	RAMP2
RAMP2-202	RAMP2
RAMP2-203	RAMP2
HES3-201	HES3
ZNF197-206	ZNF197
ZNF197-203	ZNF197
ZNF197-202	ZNF197
ZNF197-204	ZNF197
ZNF197-201	ZNF197
ZNF197-205	ZNF197
SLC25A16-207	SLC25A16
SLC25A16-205	SLC25A16
SLC25A16-206	SLC25A16
SLC25A16-203	SLC25A16
SLC25A16-204	SLC25A16
FP565260.7-201	FP565260.6
ADAM32-210	ADAM32
ADAM32-202	ADAM32
ADAM32-203	ADAM32
ADAM32-206	ADAM32
ADAM32-201	ADAM32
ADAM32-209	ADAM32
ADAM32-208	ADAM32
RHPN1-201	RHPN1
CNIH2-203	CNIH2
CNIH2-201	CNIH2
CNIH2-206	CNIH2
CNIH2-202	CNIH2
FCAR-280	FCAR
FCAR-285	FCAR
FCAR-284	FCAR
FCAR-286	FCAR
FCAR-288	FCAR
FCAR-281	FCAR
FCAR-277	FCAR
FCAR-278	FCAR
FCAR-287	FCAR
FCAR-289	FCAR
GPR153-201	GPR153
FRMD4B-201	FRMD4B
FRMD4B-210	FRMD4B
FRMD4B-205	FRMD4B
FRMD4B-213	FRMD4B
FRMD4B-215	FRMD4B
FRMD4B-208	FRMD4B
FRMD4B-203	FRMD4B
FRMD4B-202	FRMD4B
FRMD4B-218	FRMD4B
HIBCH-204	HIBCH
HIBCH-202	HIBCH
HIBCH-201	HIBCH
HIBCH-207	HIBCH
HIBCH-209	HIBCH
HIBCH-205	HIBCH
HIBCH-203	HIBCH
HIBCH-208	HIBCH
HIBCH-206	HIBCH
LRBA-209	LRBA
LRBA-201	LRBA
LRBA-207	LRBA
LRBA-206	LRBA
LRBA-204	LRBA
LRBA-202	LRBA
TCEAL6-202	TCEAL6
TCEAL6-201	TCEAL6
NAALADL1-220	NAALADL1
NAALADL1-217	NAALADL1
NAALADL1-204	NAALADL1
NAALADL1-207	NAALADL1
NAALADL1-201	NAALADL1
NAALADL1-202	NAALADL1
NAALADL1-203	NAALADL1
NAALADL1-206	NAALADL1
NAALADL1-218	NAALADL1
NAALADL1-213	NAALADL1
NAALADL1-221	NAALADL1
NAALADL1-219	NAALADL1
NAALADL1-208	NAALADL1
NAALADL1-212	NAALADL1
CFAP54-204	CFAP54
CFAP54-202	CFAP54
CFAP54-209	CFAP54
CFAP54-203	CFAP54
POMC-204	POMC
POMC-201	POMC
POMC-203	POMC
POMC-205	POMC
POMC-202	POMC
DHRS12-203	DHRS12
DHRS12-201	DHRS12
DHRS12-202	DHRS12
DHRS12-204	DHRS12
TSPY10-201	TSPY10
TSPY10-202	TSPY10
ZFP62-207	ZFP62
ZFP62-201	ZFP62
ZFP62-202	ZFP62
ZFP62-204	ZFP62
ZFP62-206	ZFP62
YIF1A-210	YIF1A
YIF1A-205	YIF1A
YIF1A-201	YIF1A
YIF1A-203	YIF1A
YIF1A-207	YIF1A
YIF1A-204	YIF1A
YIF1A-212	YIF1A
LY6G5C-232	LY6G5C
LY6G5C-233	LY6G5C
USP17L26-201	USP17L26
USP17L26-202	USP17L26
ISCA2-204	ISCA2
ISCA2-201	ISCA2
ISCA2-202	ISCA2
GRIA4-209	GRIA4
GRIA4-202	GRIA4
GRIA4-214	GRIA4
GRIA4-210	GRIA4
GRIA4-207	GRIA4
GRIA4-204	GRIA4
GRIA4-213	GRIA4
GRIA4-206	GRIA4
GRIA4-212	GRIA4
GRIA4-208	GRIA4
GRIA4-201	GRIA4
GRIA4-203	GRIA4
CAPRIN1-201	CAPRIN1
CAPRIN1-202	CAPRIN1
CAPRIN1-217	CAPRIN1
CAPRIN1-212	CAPRIN1
CAPRIN1-209	CAPRIN1
CAPRIN1-207	CAPRIN1
SHISA5-201	SHISA5
SHISA5-210	SHISA5
SHISA5-206	SHISA5
SHISA5-204	SHISA5
SHISA5-208	SHISA5
SHISA5-209	SHISA5
SHISA5-205	SHISA5
SHISA5-203	SHISA5
SHISA5-202	SHISA5
SHISA5-207	SHISA5
SHISA5-220	SHISA5
SHISA5-219	SHISA5
EFNB2-201	EFNB2
TPGS1-201	TPGS1
OR2H2-201	OR2H2
IP6K1-201	IP6K1
IP6K1-204	IP6K1
IP6K1-203	IP6K1
IP6K1-209	IP6K1
IP6K1-202	IP6K1
MADCAM1-204	MADCAM1
MADCAM1-202	MADCAM1
MADCAM1-201	MADCAM1
MADCAM1-203	MADCAM1
MADCAM1-205	MADCAM1
MADCAM1-206	MADCAM1
MADCAM1-210	MADCAM1
MADCAM1-208	MADCAM1
MADCAM1-207	MADCAM1
LZIC-205	LZIC
LZIC-202	LZIC
LZIC-201	LZIC
LZIC-203	LZIC
AIF1-207	AIF1
AIF1-208	AIF1
AIF1-206	AIF1
UBD-203	UBD
POU3F3-201	POU3F3
BTNL8-201	BTNL8
BTNL8-202	BTNL8
BTNL8-203	BTNL8
BTNL8-206	BTNL8
BTNL8-207	BTNL8
BTNL8-205	BTNL8
BTNL8-204	BTNL8
BTNL8-210	BTNL8
BTNL8-211	BTNL8
TCTE3-201	TCTE3
GABBR1-201	GABBR1
GABBR1-208	GABBR1
GABBR1-204	GABBR1
GABBR1-203	GABBR1
GABBR1-218	GABBR1
GABBR1-205	GABBR1
GABBR1-220	GABBR1
GABBR1-213	GABBR1
GABBR1-216	GABBR1
GABBR1-206	GABBR1
GABBR1-210	GABBR1
GABBR1-202	GABBR1
RHOG-201	RHOG
RHOG-203	RHOG
RHOG-202	RHOG
RHOG-204	RHOG
TMEM272-202	TMEM272
TMEM272-201	TMEM272
TMEM272-203	TMEM272
USP17L5-201	USP17L5
RCN2-203	RCN2
RCN2-201	RCN2
RCN2-202	RCN2
RCN2-204	RCN2
C2CD5-201	C2CD5
C2CD5-203	C2CD5
C2CD5-206	C2CD5
C2CD5-202	C2CD5
C2CD5-212	C2CD5
C2CD5-218	C2CD5
C2CD5-208	C2CD5
C2CD5-213	C2CD5
